OBJECTID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
1,0.291132262,18.8602875,63.62459391,118.6702651,170.4076973,214.9133211,250.6546578,277.0057354,293.7729521,301.0306825,299.0598184,288.3227615,269.4516347,243.2411723,210.6432433,172.762275,130.8520278,86.31501319,45.18642257,43.94199077,42.29268337,40.14836524,37.38181555,33.8147906,29.20273871,23.23571163,15.64433764,7.351197509,0.814688952,0.001166709
2,0.081799449,3.295890377,8.900584614,14.32336024,18.55878866,21.79147181,24.26436882,26.16751743,56.86503015,100.3537589,135.8970961,168.5350056,197.0725471,220.5413155,238.180947,249.4301205,253.9237403,251.4946406,242.1794693,206.519827,140.1240251,26.7845335,25.06375453,73.76455851,74.71813313,41.48114566,14.03479648,5.522835263,0.713905102,0.001513235
3,0.392817641,0.857798878,2.427980545,3.99620867,5.241746994,6.201726522,6.940708995,7.511886069,7.954194324,8.295332016,8.554865326,8.746532582,8.879814237,8.960961952,8.993643474,8.979306176,8.91731721,8.804902461,8.636874666,8.40510746,8.097671278,7.697495809,7.180373384,6.512145868,5.645395821,4.518601747,3.073729607,1.4729309,0.172830414,0.000286274
4,0.594528907,29.27823749,76.42597963,111.3629039,124.559066,120.2595421,103.346884,77.87101935,47.04694932,45.69393786,47.16799625,48.25748046,49.01551821,49.47721572,49.66319651,49.58160468,49.22887891,48.58941523,47.63406721,46.31725426,44.57223817,42.30387888,39.37798623,35.60675273,30.73296157,24.43178312,16.4246404,7.695480766,1.251070942,0.002428912
5,0.30824049,29.25737859,97.58097974,169.3325313,221.3980692,251.9731662,263.393528,258.668758,240.6780894,212.0424881,175.1536162,132.2248378,85.33209856,46.90992186,47.11151416,47.02306007,46.64090819,45.94909657,44.91796872,43.50155379,41.63342299,39.22066892,36.13587164,32.2082526,27.22076126,20.94138841,13.301234,5.591931219,0.448147826,0.00028103
6,1.11602893,49.37895426,133.2279929,207.8187631,255.1861948,278.0912818,281.0491845,268.097814,242.609951,207.4403953,165.0795121,117.762803,67.5404272,50.73131523,50.91322804,50.83342474,50.48836128,49.86249833,48.9267623,47.63556306,45.92187927,43.68961391,40.80209186,37.06561225,32.20935467,25.87698669,17.71668447,8.595251615,1.045458654,0.001897749
7,0.045562146,3.439460101,10.99566762,19.18428534,25.97529163,31.3431697,35.54306257,38.82564603,41.38788546,43.37552787,44.89414306,46.01912677,46.80312437,47.28113262,47.47378958,47.38926138,47.02397592,93.22698171,139.4875969,181.2839126,216.4381375,242.5747734,257.0545061,256.8942439,238.7322528,199.1043436,136.1465105,61.98490219,5.776814984,0.00508183
8,0.037243481,1.627903182,4.49342174,7.307261103,9.522200387,11.22044934,12.52336075,13.52809706,14.30487034,14.90325447,15.35809843,15.69378961,15.92711776,16.06913666,16.12632473,16.1012371,15.99275665,15.79598472,15.50175379,15.09568226,14.55661497,13.85419219,12.94517952,27.41107127,90.63289366,88.59067771,5.656196379,2.759026035,0.34092905,0.000644277
9,0.450933073,25.64962423,81.27023313,145.1577152,201.6332891,247.3960185,281.6835782,304.5216483,316.2459891,317.3693135,308.5465518,290.5678516,264.3579378,230.9754943,191.6111576,147.5845018,100.3411989,51.45213774,45.45841421,44.22816819,42.59671612,40.47393452,37.73221159,34.19189139,29.60451252,23.6500943,16.03429526,7.634991569,0.879453791,0.001389663
10,0.078497027,4.365073134,12.8541508,21.5615481,28.57530633,34.0256406,38.24350819,41.51543843,44.05571026,46.01862922,47.51405926,48.61955701,49.38884323,56.13470713,110.1419911,162.1687238,210.4687175,253.3529441,289.190385,316.4047576,333.4645889,338.8645496,331.0985461,308.6357754,269.9516721,213.8220524,140.7217514,63.29260472,6.48784858,0.008313573
11,0.000396276,0.016422062,0.04468426,0.072169273,0.093694183,0.110148836,0.12274883,0.132452536,0.139947572,0.14571741,0.150100988,0.153335048,0.155582363,0.156949999,0.15750067,0.157259102,0.156214484,0.154319405,0.15148509,0.147572168,0.142375393,0.135599728,0.12682403,0.115448198,0.100625806,0.081224151,0.056064974,0.027626251,0.003515954,7.16299E-06
12,0.000232354,0.01001118,0.027526798,0.044681674,0.058166714,0.068497735,0.07641969,0.082526521,0.087246592,0.090882012,0.093644995,0.095683976,0.097101108,0.097963629,0.09831094,0.09815858,0.097499755,0.096304674,0.094517575,0.092050967,0.088776109,0.084508164,0.078983742,0.071828491,0.062516583,0.050349921,0.034619645,0.016933256,0.002109137,4.06741E-06
13,0.004296808,0.217842019,0.625754724,1.037226193,1.365749243,1.619729296,1.815626196,1.967244139,2.084767097,2.175472225,2.244515093,2.295522868,2.331002034,2.352607009,2.361309005,2.357491407,2.340986575,2.311059814,2.266338007,2.204671777,2.122909612,2.016549724,59.70959132,1.70198022,1.472467908,1.174858127,0.794832965,0.376934227,0.042905948,6.5779E-05
14,0.006132759,1.452663794,6.315052652,12.76518144,18.7261486,23.74685692,27.83945071,31.12935736,33.74928928,35.81158916,37.40423847,38.59331527,39.42654786,39.93639333,40.1422685,40.05191355,39.6619387,38.95758463,76.22450919,111.863654,142.2641288,165.1260528,177.9413309,178.0177451,162.6612466,129.8946555,80.90140892,30.21497544,1.523467565,0.000270661
15,0.15023829,12.81423955,47.88718013,94.9208356,142.056799,184.8414488,221.1148135,249.7322067,270.0857191,281.9106605,285.2005279,280.1663931,267.2155065,246.9385731,220.1012244,187.6379898,150.6485774,110.3972959,68.31741318,44.16015781,42.42047164,40.16379743,37.26133572,33.53521253,28.74721615,22.6102616,14.92156433,6.748692343,0.669137065,0.000721669
16,6.90161E-05,0.003100497,0.008621425,0.014069822,0.018369845,0.021671826,0.024207631,0.02616443,0.027677981,0.028844347,0.029731154,0.030385772,0.030840836,0.031117841,0.031229391,0.031180455,0.030968861,0.030585079,0.030011278,0.029219499,0.028168637,0.026799755,0.025029021,0.022737619,0.019759409,0.015875736,0.010870549,0.005274981,0.000642009,1.16725E-06
17,0.008248836,4.441712057,26.23344072,63.71138379,105.3074051,144.5949498,178.1981237,204.3730622,222.2766067,231.6148183,232.4696272,225.2086856,210.4351267,188.9570987,161.7675247,130.0295885,95.06600043,58.3514527,34.58899009,33.13475003,31.24131429,28.83850464,25.83930175,22.14581865,17.6742925,12.43542321,6.767376848,2.118027945,0.071862516,5.04468E-06
18,0.001637344,0.06756951,0.183649062,0.296450585,0.384755747,0.452244575,0.503915728,0.543705424,0.574436292,0.5980923,0.616064013,0.629322574,0.638535626,0.64414229,0.646399764,0.645409455,0.641127031,1.995738962,0.621738403,0.605696476,0.584390349,0.556609653,0.520626351,0.473977429,0.41318733,0.333601064,0.230364177,0.113603308,0.014491694,2.96986E-05
19,0.135919802,8.846786167,20.74208303,22.24995011,25.01021594,30.31724845,34.48527883,37.75142157,40.30554636,42.28956565,43.80691354,44.9317684,45.7160739,46.19442748,46.38725705,46.30265076,45.93707026,45.27503952,44.28776887,42.93053862,41.13852684,38.82066176,35.85119965,56.13501657,69.49004238,70.96636777,56.60532396,29.00086203,2.878783015,0.002359112
20,0.062976,3.939934624,11.9755558,20.39480809,27.25318775,32.61789923,36.78710991,40.03068805,42.5541571,44.50703085,45.99645424,47.09839818,47.86564609,48.33316745,48.5215396,48.43889545,87.24405984,138.1798974,185.3759771,226.8065058,260.3348251,283.6707426,294.3052082,289.427672,265.8771458,220.370445,151.0694739,70.16072524,7.141074272,0.008095446
21,8.82519E-05,0.004114695,0.01155637,0.018949929,0.02480591,0.02931204,0.03277721,0.035453617,0.037525122,0.039122214,0.040336933,0.041233834,0.041857435,0.042237076,0.042389966,0.042322894,0.042032892,0.041506945,0.040720711,0.039636041,0.038196894,0.036323009,0.033900416,0.030767986,0.026701324,0.021407446,0.014604163,0.007036883,0.000839017,1.44759E-06
22,3.35801E-05,0.002427242,0.007669668,0.013306798,0.017962505,0.021633673,0.024501567,0.026740684,0.02848711,0.029841138,0.030875233,0.031641059,0.032174649,0.032499938,0.032631034,0.032573516,0.032324945,0.031874636,0.03120269,0.03027812,0.029055858,0.027472263,0.02543881,0.0228342,0.019498165,0.015243131,0.009954798,0.004413162,0.0004128,3.83791E-07
23,3.77656E-06,0.000338705,0.001134143,0.002023136,0.002772586,0.00337069,0.003841557,0.004211143,0.004500499,0.004725459,0.004897614,0.005025295,0.00511435,0.005168676,0.005190578,0.005180968,0.005139447,0.00506427,0.004952189,0.004798171,0.004594927,0.004332242,0.003996058,0.003567439,0.003022091,0.002333454,0.001491529,0.000634664,5.26833E-05,3.6133E-08
24,0.016343591,0.720515425,1.993384458,3.245241584,4.231460294,4.987980016,5.568567101,6.016379494,106.6261854,28.08944304,142.4402175,220.9419505,59.84879497,96.39285972,183.9680174,182.1074917,7.115190729,7.027449593,6.896255848,6.715203132,6.474869477,6.16173704,5.756562772,5.23203837,4.549900243,3.659590836,2.510526686,1.222614956,0.150362732,0.000280741
25,0.383036292,26.0028767,85.11381718,153.2111801,212.4872709,259.353429,293.2362731,314.4512248,323.6237032,321.5330306,309.0756105,287.2605135,257.2116283,220.1689909,177.4878198,130.6357981,81.18995891,47.72586282,46.75927629,45.42794017,43.66545469,41.37753157,38.43193501,34.64518249,29.76958245,23.5015288,15.6098038,7.147172929,0.734444646,0.000867651
26,1.41388E-06,0.000182452,0.000673699,0.001259398,0.001770507,0.002186735,0.002518719,0.002781638,0.002988799,0.003150607,0.003274856,0.003367237,0.003431784,0.003471204,0.003487106,0.003480128,0.003449991,0.003395474,0.00331432,0.003203041,0.003056641,0.002868202,0.002628392,0.002325024,0.001943338,0.001469441,0.00090585,0.0003597,2.44121E-05,1.00234E-08
27,0.018229527,0.796896537,2.199700284,3.577232451,4.661580973,5.492983067,6.130844547,6.622730901,7.003014685,7.295965156,7.518643011,7.682987389,7.797217943,7.866746222,7.894743823,7.882461652,164.4974701,239.0681316,228.4114677,211.1907019,187.9874333,159.6727409,127.4700543,13.03627361,5.011578283,4.032888437,2.76894128,1.350628473,0.166885044,0.000315325
28,0.243353033,22.26024997,70.04714583,113.7294512,137.8668756,143.6661633,134.8935864,115.2672928,87.98884472,55.75580701,43.87689399,45.04365344,45.85778599,46.35457285,46.5548843,46.46699164,46.08727583,45.39991819,44.37553553,42.96859913,41.11335912,38.71793943,35.65650124,31.76073741,26.81754281,20.60123973,13.05233044,5.461017369,0.431580495,0.000261171
29,0.001778637,1.75683045,13.2243924,37.17245243,67.92082646,100.6220868,131.8989138,159.4971589,181.9329764,198.2652007,207.9588405,210.8032155,206.8616389,196.439365,180.062371,158.4629332,132.5699523,103.5031992,72.57137829,41.2741521,31.67266584,29.09890889,25.9041848,22.00022678,17.32592378,11.93997917,6.268559121,1.831908557,0.050903521,2.14848E-06
30,0.000163277,0.012363622,0.03955813,0.069044893,0.093506092,0.112844492,0.12797676,0.139804844,0.149037821,0.156200531,0.161673202,0.165727418,0.168552831,0.170275519,0.170969837,0.170665205,0.169348754,0.166964171,0.163406598,0.158512894,0.152046019,0.143671773,0.132926354,0.119176506,0.101590631,0.07920871,0.051489849,0.022625716,0.002062611,1.79598E-06
31,0.015613956,2.185082178,8.246119628,15.57685653,22.0233142,27.29675847,31.51511358,39.12250898,70.93116065,103.2986142,134.4877823,163.0613467,187.8389681,207.8703957,222.4199266,230.9587424,233.1629083,228.9159529,218.3160192,201.688746,179.6085554,152.9332041,122.859695,91.01392209,59.5887982,31.52734701,11.1425726,4.356895441,0.282715537,0.000103537
32,1.78829E-05,0.001376138,0.004422159,0.007734491,0.010486509,0.012664139,0.014369118,0.015702337,0.01674334,0.017551089,0.018168344,0.018625664,0.018944398,0.019138744,0.019217076,0.019182708,0.01903419,0.018765179,0.018363868,0.017811888,0.017082561,0.016138297,0.014926965,0.013377481,0.011396695,0.008877596,0.005761651,0.002524043,0.000228053,1.94108E-07
33,0.197666093,7.617733287,12.64784188,21.2357583,28.15817989,33.53976303,37.70553591,40.93764487,43.44732668,45.38679202,46.86445706,47.95687739,48.71709051,49.18016542,49.36671217,49.28487126,48.93108283,48.28975147,47.33175631,46.01158147,44.26263721,42.06083911,69.81866928,91.53130347,103.6349289,101.6699559,80.79790051,43.24591428,5.228229829,0.007453229
34,0.132173978,13.54509219,51.72368347,102.4053586,151.9424612,195.5831393,231.2836392,258.1229769,275.7345722,284.088476,283.4012219,274.0951804,256.7780127,232.2305272,201.3982455,165.3850468,125.4488064,82.99993963,42.92259932,41.60667738,39.86923292,37.62199356,34.74309192,31.06748509,26.38149562,20.44636091,13.15407592,5.666844862,0.487649555,0.000366588
35,0.000382258,0.022399058,0.066894754,0.112967885,0.150265515,0.179333904,0.20187148,0.219377113,0.232980676,0.243499456,0.251517021,0.257446132,0.261573079,0.264087314,0.265100232,0.264655844,0.262734904,0.259253107,0.254053101,0.24688911,0.237401925,0.225080803,0.209208089,0.188785136,0.16245728,0.128547161,0.085722411,0.039548973,0.00415512,5.19382E-06
36,0.504255055,35.22323327,107.129662,176.5747788,222.9254623,246.6021963,251.1236943,240.1268789,216.8329528,184.0484302,144.2559162,99.69584151,52.42329758,47.66956699,47.8612247,47.77713619,47.41372792,46.75535964,45.77289151,44.42094473,42.63349175,40.31725378,37.34239015,33.53080586,28.64675468,22.41322121,14.65768889,6.515295226,0.614154175,0.000582337
37,0.006678454,0.305479314,0.853557365,1.396206043,1.825218417,2.154987793,2.408403028,2.604042112,2.755413523,2.872089593,2.960815272,3.026318332,3.071857352,3.09957934,3.110743243,3.105845731,3.084669648,3.046262918,2.988844502,2.909622256,2.804492995,2.66757655,2.4905161,2.261481451,1.963962843,1.576315435,1.077412109,2.161612074,3.074130547,0.000111286
38,0.063266049,3.87315938,11.70416268,19.87704542,26.52096658,31.71164837,35.74247091,38.87671207,41.31419089,43.19999537,44.63797347,45.70169821,46.44225808,46.89348653,47.07528752,46.99552678,46.65076432,46.02593513,45.0929316,81.98970376,119.591512,151.8502171,176.0956176,189.1464718,187.1685554,165.7008972,120.7558086,59.53218935,6.471673978,0.007850445
39,0.000895677,0.046271702,0.13358983,0.22196994,0.292660523,0.347368532,0.389593787,0.422289919,0.447641891,0.467213444,0.482113535,0.4931229,111.4914734,0.505445159,0.50732371,0.506499579,0.502936639,0.496476582,0.486823583,0.473514706,0.45587146,0.432925227,0.403306995,0.365094764,0.315642556,0.251573767,0.169880198,0.080274979,0.009042965,1.35009E-05
40,0.114124087,5.044746726,13.96691894,22.74608714,29.66413404,34.97170256,39.04536121,42.18762098,44.6174177,46.48947071,47.91260656,48.96301261,49.69315558,50.13758439,50.31654997,50.23803995,49.89856208,49.2828031,48.36210802,47.09153173,80.19194358,114.4933659,142.7338984,161.7707443,167.6573453,155.4591576,119.7856214,64.12716795,8.50553467,0.016532154
41,0.00166889,0.079109611,0.223174721,0.366738422,0.480626569,0.568343548,0.635837182,0.687988728,0.728365094,0.759501123,0.783186276,0.800676458,0.812838064,0.820242297,0.823224225,0.821916065,0.816260008,0.806002631,0.790670013,0.769519576,0.74146091,0.704933121,0.65772144,0.596698105,0.517515259,6.021145542,37.38838394,0.135605037,0.016020916,2.70038E-05
42,0.000265668,0.011257291,0.030814723,0.049911428,0.064898943,0.076370344,0.085161489,0.091935574,0.097169846,0.101200446,0.104263295,0.106523308,0.108093935,0.10904983,0.10943473,0.109265881,0.108535743,0.107211248,0.105230492,0.102496318,0.098865715,0.094133253,0.08800598,0.080067069,0.069729985,0.056213362,0.038715429,0.018996688,0.002388086,4.71491E-06
43,0.072815027,4.170873455,12.38047787,20.84636331,27.68490966,33.00787356,37.13155816,40.33276125,42.81941348,44.74162723,46.20645368,47.28954689,48.0433498,48.50255188,48.68754523,48.60638534,72.64762218,123.9251335,171.9589096,214.717923,250.0417588,275.5934512,288.7857647,286.6822375,265.9152572,222.8457391,154.9937619,73.61136236,7.911803174,0.010198263
44,0.002909102,0.130889381,0.364108462,0.594327567,0.776049377,0.915605201,1.022785035,1.105495354,1.169472127,25.57630054,104.857908,1.283932084,1.303168319,1.31487782,1.319593217,1.31752462,1.308580166,1.292357072,1.268101748,1.234632501,1.190212156,1.132349937,1.05750337,0.96065207,0.834777155,0.6706443,0.459138472,0.222734144,0.027085625,4.91389E-05
45,0.001067939,0.053411609,0.15286589,0.252941227,0.332738565,0.394382834,0.44190634,0.478675704,0.507169783,0.529157912,0.545892684,0.55825492,0.566853082,0.572088695,0.574197435,0.573272326,0.569272693,0.562020261,0.5511818,0.536235589,0.516416432,0.490630809,0.457330888,0.414338749,0.358645028,0.286380941,0.19400927,0.092243262,0.010579277,1.65331E-05
46,0.001015625,0.042690546,0.116604816,0.188672342,0.24518893,0.288427133,0.321553284,0.347073838,0.366790547,0.381971644,0.393506872,0.40201801,0.407932716,0.411532357,0.412981765,0.412345936,0.409596454,0.404608696,0.397149353,0.386852214,0.373178132,0.355352447,0.332270074,0.302357807,0.263400025,0.212440276,0.146429753,0.071959388,0.009086454,1.81446E-05
47,0.018669359,2.217512578,8.37594545,15.82883089,22.38475369,27.74872905,32.04001047,35.44559525,38.13291544,40.23418068,41.84898136,43.05029923,43.88999577,44.40295768,44.60991336,44.51909673,44.12690379,43.41760564,42.36208962,40.91551247,44.79984369,72.90924814,95.50450162,109.7255715,112.2563785,99.60890978,69.65944976,30.3986551,2.155168106,0.000827922
48,1.12362E-05,0.00068539,0.002069133,0.003512343,0.004685154,0.005601248,0.006312548,0.006865583,0.007295647,0.007628359,0.007882053,0.008069715,0.008200362,0.008279965,0.008312037,0.008297966,0.008237145,0.008126916,0.007962317,0.007735606,0.007435475,0.007045868,0.006544269,0.005899433,0.005069184,0.004001824,0.002657991,0.001216968,0.000125047,1.47698E-07
49,3.21515E-05,0.002266161,0.007112358,0.012299919,0.016574054,0.019939615,0.022566395,0.024615991,0.026213892,0.027452367,0.028397989,0.029098174,0.029585969,0.029883317,0.030003147,0.029950573,0.029723357,0.02931171,0.028697391,0.027851986,0.026734145,0.025285426,0.023424438,0.021039445,0.017982328,0.014078475,0.009217283,0.004105817,0.000389445,3.75171E-07
50,0.013983416,2.072367747,7.942200791,15.11388265,35.7021206,63.9774157,94.84516889,125.7229277,154.643063,180.1142219,201.0189974,216.5467531,226.1511783,229.5239257,226.5785806,217.4415134,202.4478219,182.1418292,157.2826907,128.8567676,98.09966914,66.53217804,36.01486471,28.39382506,23.61166582,17.71222263,10.76945144,4.165370164,0.261844965,8.84464E-05
51,0.432366157,33.46492628,105.2476179,177.0426595,226.9320041,254.3870713,262.4216777,254.4015162,233.4000278,202.1473205,163.0957824,118.4890914,70.41225987,47.1375295,47.33125004,47.24625436,46.87896368,46.21372079,45.22138008,43.85662031,42.053642,39.71978364,36.72666491,32.89946212,28.0096387,21.79607799,14.12077938,6.165041144,0.551550806,0.000457791
52,0.026018023,2.778889447,9.752368717,17.79237162,24.68376898,30.23718841,34.63667953,38.1047406,40.82827347,42.95042637,44.57709936,45.78499121,46.62817312,47.14282418,47.35036803,47.25929987,92.97114834,140.2311589,183.5142661,220.808619,250.0071113,268.8790926,275.0340818,265.8996106,238.8020988,191.4774732,124.2079592,52.02107077,3.932151415,0.002094847
53,0.000243144,0.01018117,0.02778018,0.04492753,0.058369839,0.068651722,0.076527911,0.082595195,0.087282351,0.090891102,0.093633082,0.095656168,0.09706206,0.097917664,0.098262173,0.098111043,0.097457517,0.096271962,0.0944989,0.092051248,0.088800785,0.084563261,0.07907579,0.071964035,0.062700578,0.050581107,0.034877592,0.017152244,0.002170448,4.35762E-06
54,0.22735484,18.36639161,53.95506268,81.98675705,92.11550306,86.97961024,70.67755086,46.88063201,40.24656986,42.26029822,43.80139586,44.94441251,45.7416541,46.22800565,46.42408221,46.33804965,45.96633537,45.29331815,44.28995803,42.91119722,41.09183399,38.74048798,35.73144783,31.89540793,27.01531875,20.85423756,13.32417891,8.22342781,1.064820309,0.000910201
55,0.01183456,0.513589487,1.41490632,2.298816224,2.994116355,3.527006901,3.935739835,4.250877393,4.494483248,4.682126821,4.824748924,166.8283687,235.7413258,24.58410261,5.065617952,77.3015753,64.59562323,9.642372973,4.869792208,4.742465995,4.573428067,4.35314807,4.068049773,3.698846661,3.218469164,2.591032915,1.780267463,0.869577716,0.107879875,0.00020594
56,0.628432481,38.62872198,117.309709,197.7792396,258.2730571,297.5897842,317.7762151,321.3134728,310.5517266,287.6570392,254.6594607,213.5056515,166.0966907,114.3106802,60.01371805,45.7016535,45.36823205,44.76392189,43.86147292,42.61833558,40.97235177,38.83520184,36.08290928,32.54321561,27.98304343,22.11531399,14.71689341,6.762726021,0.702289282,0.000852203
